trade_date,symbol,return,gap_days,prev_date,series,class,detail
2015-11-02,ZENITHBIR,-0.20000000000000007,4,2015-10-29,EQ,,
2024-11-13,LOYALTEX,-0.20000000000000007,1,2024-11-12,EQ,,
2025-11-20,MCLOUD,-0.20000000000000007,1,2025-11-19,EQ,,
2016-02-11,ANSALHSG,-0.20000000000000007,1,2016-02-10,EQ,,
2018-10-01,AIFL,-0.20000000000000007,3,2018-09-28,EQ,,
2013-07-30,HANUNG,-0.20000000000000007,1,2013-07-29,EQ,,
2018-10-08,CELESTIAL,-0.20000000000000007,3,2018-10-05,EQ,,
2019-07-18,TALWGYM,-0.20000000000000007,1,2019-07-17,EQ,,
2016-11-16,BURNPUR,-0.20000000000000007,1,2016-11-15,EQ,,
2015-03-17,ESSDEE,-0.20000000000000007,1,2015-03-16,EQ,,
2015-05-12,3IINFOTECH,-0.20000000000000007,1,2015-05-11,EQ,,
2016-01-08,ESSDEE,-0.20000000000000007,1,2016-01-07,EQ,,
2024-08-07,FUSION,-0.20000000000000007,1,2024-08-06,EQ,,
2026-05-14,ZAGGLE,-0.20000000000000007,1,2026-05-13,EQ,,
2013-02-28,GLORY,-0.20000000000000007,1,2013-02-27,EQ,,
2011-10-28,MBSWITCH,-0.20000000000000007,2,2011-10-26,EQ,,
2010-12-09,KIRIDYES,-0.20000000000000007,1,2010-12-08,EQ,,
2010-12-09,SUNTECK,-0.20000000000000007,1,2010-12-08,EQ,,
2024-12-18,VHLTD-RE,-0.20000000000000007,1,2024-12-17,BE,,
2020-03-04,COMPUSOFT,-0.20000000000000007,1,2020-03-03,EQ,,
2017-06-19,AMTEKAUTO,-0.20000000000000007,3,2017-06-16,EQ,,
2015-06-15,VIVIDHA,-0.20000000000000007,3,2015-06-12,EQ,,
2016-11-17,SUNILHITEC,-0.20000000000000007,1,2016-11-16,EQ,,
2019-09-25,MOREPENLAB,-0.20000000000000007,1,2019-09-24,EQ,,
2013-07-26,VIVIMEDLAB,-0.20000000000000007,1,2013-07-25,EQ,,
2011-07-22,SGJHL,-0.20000000000000007,1,2011-07-21,EQ,,
2012-12-14,GTLINFRA,-0.20000000000000007,1,2012-12-13,EQ,,
2023-05-09,IBREALEST,-0.20000000000000007,1,2023-05-08,EQ,,
2016-08-16,STOREONE,-0.20000000000000007,4,2016-08-12,EQ,,
2013-06-12,TATACOFFEE,-0.20000000000000007,1,2013-06-11,EQ,,
2024-04-10,RELINFRA,-0.20000000000000007,1,2024-04-09,EQ,,
2013-12-19,SANWARIA,-0.20000000000000007,1,2013-12-18,EQ,,
2017-09-04,KWALITY,-0.20000000000000007,3,2017-09-01,EQ,,
2013-02-08,20MICRONS,-0.20000000000000007,1,2013-02-07,EQ,,
2024-11-18,DELPHIFX,-0.20000000000000007,4,2024-11-14,EQ,,
2026-02-26,RMDRIP,-0.20000000000000007,1,2026-02-25,EQ,,
2018-07-04,KITEX,-0.20000000000000007,1,2018-07-03,EQ,,
2017-07-31,ORTEL,-0.20000000000000007,3,2017-07-28,EQ,,
2020-03-13,FSC,-0.20000000000000007,1,2020-03-12,EQ,,
2011-01-14,SPYL,-0.20000000000000007,1,2011-01-13,EQ,,
2019-10-29,ASTRON,-0.20000000000000007,2,2019-10-27,EQ,,
2020-03-23,TRENT,-0.20000000000000007,3,2020-03-20,EQ,,
2013-05-23,WOCKPHARMA,-0.20000000000000007,1,2013-05-22,EQ,,
2011-08-16,DEN,-0.20000000000000007,4,2011-08-12,EQ,,
2012-08-21,PLETHICO,-0.20000000000000007,4,2012-08-17,EQ,,
2016-08-23,XCHANGING,-0.20000000000000007,1,2016-08-22,EQ,,
2024-11-26,DIL,-0.20000000000000007,1,2024-11-25,EQ,,
2012-10-23,XCHANGING,-0.20000000000000007,1,2012-10-22,EQ,,
2024-02-02,PAYTM,-0.20000000000000007,1,2024-02-01,EQ,,
2013-08-13,PBAINFRA,-0.20000000000000007,1,2013-08-12,EQ,,
2013-08-21,PBAINFRA,-0.20000000000000007,1,2013-08-20,EQ,,
2025-02-10,NGLFINE,-0.20000000000000007,3,2025-02-07,EQ,,
2023-01-10,DUCON,-0.20000000000000007,1,2023-01-09,EQ,,
2020-07-24,INEOSSTYRO,-0.20000000000000007,1,2020-07-23,EQ,,
2015-04-29,KPIT,-0.20000000000000007,1,2015-04-28,EQ,,
2024-08-06,GATECH-RE,-0.20000000000000007,1,2024-08-05,BE,,
2014-11-17,SHAKTIPUMP,-0.20000000000000007,3,2014-11-14,EQ,,
2014-02-21,SUNDARAM,-0.20000000000000007,1,2014-02-20,EQ,,
2016-01-15,MARKSANS,-0.20000000000000007,1,2016-01-14,EQ,,
2026-03-27,PRABHA-RE,-0.20000000000000007,2,2026-03-25,BE,,
2011-05-19,PARAPRINT,-0.20000000000000007,1,2011-05-18,EQ,,
2015-08-24,WEBELSOLAR,-0.20000000000000007,3,2015-08-21,EQ,,
2024-09-27,KAMOPAINTS,-0.20000000000000007,1,2024-09-26,EQ,,
2011-02-04,ADSL,-0.20000000000000007,1,2011-02-03,EQ,,
2015-08-17,TRF,-0.20000000000000007,3,2015-08-14,EQ,,
2011-11-08,RAJOIL,-0.20000000000000007,4,2011-11-04,EQ,,
2014-12-09,DIAPOWER,-0.20000000000000007,1,2014-12-08,EQ,,
2018-10-01,BANDHANBNK,-0.20000000000000007,3,2018-09-28,EQ,,
2022-12-23,LANCER,-0.20000000000000007,1,2022-12-22,EQ,,
2024-03-06,IIFL,-0.20000000000000007,1,2024-03-05,EQ,,
2012-07-13,INVENTURE,-0.20000000000000007,1,2012-07-12,EQ,,
2020-03-24,GENESYS,-0.20000000000000007,1,2020-03-23,EQ,,
2013-02-26,SUDAR,-0.20000000000000007,1,2013-02-25,EQ,,
2020-03-12,SNOWMAN,-0.20000000000000007,1,2020-03-11,EQ,,
2013-02-25,GEMINI,-0.20000000000000007,3,2013-02-22,EQ,,
2010-11-26,SHREEASHTA,-0.20000000000000007,1,2010-11-25,EQ,,
2011-08-04,BLKASHYAP,-0.20000000000000007,1,2011-08-03,EQ,,
2010-03-12,SMPL,-0.20000000000000007,1,2010-03-11,EQ,,
2016-05-10,LAKSHMIEFL,-0.20000000000000007,1,2016-05-09,EQ,,
2018-07-02,8KMILES,-0.20000000000000007,3,2018-06-29,EQ,,
2011-12-15,BARTRONICS,-0.20000000000000007,1,2011-12-14,EQ,,
2013-08-23,WILLAMAGOR,-0.20000000000000007,1,2013-08-22,EQ,,
2014-02-24,VISESHINFO,0.25,3,2014-02-21,EQ,,
2014-02-28,VISESHINFO,0.25,2,2014-02-26,EQ,,
2014-03-06,VISESHINFO,0.25,1,2014-03-05,EQ,,
2014-03-12,VISESHINFO,0.25,1,2014-03-11,EQ,,
2014-03-28,VISESHINFO,0.25,1,2014-03-27,EQ,,
2014-04-04,VISESHINFO,0.25,1,2014-04-03,EQ,,
2014-04-09,VISESHINFO,0.25,2,2014-04-07,EQ,,
2014-04-17,VISESHINFO,0.25,1,2014-04-16,EQ,,
2014-04-23,VISESHINFO,0.25,1,2014-04-22,EQ,,
2014-05-05,VISESHINFO,0.25,3,2014-05-02,EQ,,
2014-05-26,VISESHINFO,0.25,3,2014-05-23,EQ,,
2014-06-19,VISESHINFO,0.25,1,2014-06-18,BE,,
2014-10-13,VISESHINFO,0.25,3,2014-10-10,EQ,,
2014-10-23,VISESHINFO,0.25,1,2014-10-22,EQ,,
2016-11-29,VISESHINFO,0.25,1,2016-11-28,BE,,
2017-01-20,VISESHINFO,0.25,1,2017-01-19,BE,,
2017-01-24,VISESHINFO,0.25,1,2017-01-23,BE,,
2017-01-31,VISESHINFO,0.25,1,2017-01-30,BE,,
2017-02-03,VISESHINFO,0.25,1,2017-02-02,BE,,
2017-02-07,VISESHINFO,0.25,1,2017-02-06,BE,,
2017-03-23,VISESHINFO,0.25,1,2017-03-22,EQ,,
2018-01-16,VISESHINFO,0.25,1,2018-01-15,EQ,,
2018-02-15,VISESHINFO,0.25,1,2018-02-14,BE,,
2018-02-23,VISESHINFO,0.25,1,2018-02-22,BE,,
2018-02-21,UVSL,0.25,1,2018-02-20,EQ,,
2018-04-02,UVSL,0.25,5,2018-03-28,BE,,
2018-04-04,UVSL,0.25,1,2018-04-03,BE,,
2018-04-16,UVSL,0.25,3,2018-04-13,BE,,
2013-12-05,PARASPETRO,0.25,1,2013-12-04,BE,,
2013-12-16,PARASPETRO,0.25,3,2013-12-13,BE,,
2013-12-23,PARASPETRO,0.25,3,2013-12-20,BE,,
2013-12-26,PARASPETRO,0.25,2,2013-12-24,BE,,
2013-12-31,PARASPETRO,0.25,1,2013-12-30,BE,,
2014-01-06,PARASPETRO,0.25,3,2014-01-03,BE,,
2014-01-15,PARASPETRO,0.25,1,2014-01-14,BE,,
2014-01-17,PARASPETRO,0.25,1,2014-01-16,BE,,
2014-01-21,PARASPETRO,0.25,1,2014-01-20,BE,,
2014-01-27,PARASPETRO,0.25,3,2014-01-24,BE,,
2014-01-30,PARASPETRO,0.25,1,2014-01-29,BE,,
2014-03-10,PARASPETRO,0.25,3,2014-03-07,BE,,
2014-03-13,PARASPETRO,0.25,1,2014-03-12,BE,,
2014-03-21,PARASPETRO,0.25,1,2014-03-20,BE,,
2014-04-02,PARASPETRO,0.25,1,2014-04-01,BE,,
2014-04-10,PARASPETRO,0.25,1,2014-04-09,BE,,
2014-04-21,PARASPETRO,0.25,4,2014-04-17,BE,,
2014-04-25,PARASPETRO,0.25,2,2014-04-23,BE,,
2014-05-09,PARASPETRO,0.25,1,2014-05-08,BE,,
2014-05-16,PARASPETRO,0.25,1,2014-05-15,BE,,
2014-05-23,PARASPETRO,0.25,1,2014-05-22,BE,,
2015-03-23,PARASPETRO,0.25,3,2015-03-20,BE,,
2015-04-06,PARASPETRO,0.25,5,2015-04-01,BE,,
2015-04-30,PARASPETRO,0.25,1,2015-04-29,BE,,
2015-05-05,PARASPETRO,0.25,1,2015-05-04,BE,,
2015-05-12,PARASPETRO,0.25,1,2015-05-11,BE,,
2015-05-21,PARASPETRO,0.25,1,2015-05-20,BE,,
2015-05-28,PARASPETRO,0.25,1,2015-05-27,BE,,
2015-06-08,PARASPETRO,0.25,3,2015-06-05,BE,,
2015-06-25,PARASPETRO,0.25,1,2015-06-24,BE,,
2015-07-08,PARASPETRO,0.25,1,2015-07-07,BE,,
2015-07-10,PARASPETRO,0.25,1,2015-07-09,BE,,
2015-07-15,PARASPETRO,0.25,2,2015-07-13,BE,,
2015-07-21,PARASPETRO,0.25,1,2015-07-20,BE,,
2015-07-28,PARASPETRO,0.25,1,2015-07-27,BE,,
2015-07-31,PARASPETRO,0.25,1,2015-07-30,BE,,
2015-08-31,PARASPETRO,0.25,3,2015-08-28,BE,,
2015-09-03,PARASPETRO,0.25,1,2015-09-02,BE,,
2015-09-14,PARASPETRO,0.25,3,2015-09-11,BE,,
2015-09-18,PARASPETRO,0.25,2,2015-09-16,BE,,
2015-10-06,PARASPETRO,0.25,1,2015-10-05,BE,,
2015-10-12,PARASPETRO,0.25,3,2015-10-09,BE,,
2015-10-20,PARASPETRO,0.25,1,2015-10-19,BE,,
2015-10-29,PARASPETRO,0.25,1,2015-10-28,BE,,
2015-11-17,PARASPETRO,0.25,1,2015-11-16,BE,,
2015-12-08,PARASPETRO,0.25,1,2015-12-07,BE,,
2015-12-11,PARASPETRO,0.25,1,2015-12-10,BE,,
2015-12-15,PARASPETRO,0.25,1,2015-12-14,BE,,
2015-12-22,PARASPETRO,0.25,1,2015-12-21,BE,,
2015-12-31,PARASPETRO,0.25,1,2015-12-30,BE,,
2016-02-08,PARASPETRO,0.25,3,2016-02-05,BE,,
2016-02-23,PARASPETRO,0.25,1,2016-02-22,BE,,
2016-05-11,PARASPETRO,0.25,1,2016-05-10,BE,,
2016-05-13,PARASPETRO,0.25,1,2016-05-12,BE,,
2016-05-20,PARASPETRO,0.25,1,2016-05-19,BE,,
2016-05-24,PARASPETRO,0.25,1,2016-05-23,BE,,
2016-05-30,PARASPETRO,0.25,3,2016-05-27,BE,,
2016-06-01,PARASPETRO,0.25,1,2016-05-31,BE,,
2016-06-16,PARASPETRO,0.25,1,2016-06-15,BE,,
2016-06-22,PARASPETRO,0.25,1,2016-06-21,BE,,
2016-06-24,PARASPETRO,0.25,1,2016-06-23,BE,,
2016-06-28,PARASPETRO,0.25,1,2016-06-27,BE,,
2016-07-08,PARASPETRO,0.25,1,2016-07-07,BE,,
2016-07-14,PARASPETRO,0.25,1,2016-07-13,BE,,
2016-07-21,PARASPETRO,0.25,1,2016-07-20,BE,,
2016-07-27,PARASPETRO,0.25,1,2016-07-26,BE,,
2016-08-03,PARASPETRO,0.25,1,2016-08-02,BE,,
2016-08-16,PARASPETRO,0.25,4,2016-08-12,BE,,
2016-08-18,PARASPETRO,0.25,1,2016-08-17,BE,,
2016-08-23,PARASPETRO,0.25,1,2016-08-22,BE,,
2016-09-12,PARASPETRO,0.25,3,2016-09-09,BE,,
2016-09-16,PARASPETRO,0.25,1,2016-09-15,BE,,
2016-09-27,PARASPETRO,0.25,1,2016-09-26,BE,,
2016-10-06,PARASPETRO,0.25,1,2016-10-05,BE,,
2016-10-21,PARASPETRO,0.25,1,2016-10-20,BE,,
2016-10-26,PARASPETRO,0.25,1,2016-10-25,BE,,
2016-11-01,PARASPETRO,0.25,2,2016-10-30,BE,,
2016-11-24,PARASPETRO,0.25,1,2016-11-23,BE,,
2016-12-01,PARASPETRO,0.25,1,2016-11-30,BE,,
2016-12-07,PARASPETRO,0.25,1,2016-12-06,BE,,
2016-12-09,PARASPETRO,0.25,1,2016-12-08,BE,,
2014-02-07,BLUECHIP,0.25,1,2014-02-06,BE,,
2015-02-25,BLUECHIP,0.25,1,2015-02-24,EQ,,
2015-03-17,BLUECHIP,0.25,1,2015-03-16,EQ,,
2015-05-20,BLUECHIP,0.25,2,2015-05-18,BE,,
2015-07-21,BLUECHIP,0.25,4,2015-07-17,EQ,,
2015-10-01,BLUECHIP,0.25,1,2015-09-30,BE,,
2017-03-02,BLUECHIP,0.25,1,2017-03-01,BE,,
2018-04-19,BLUECHIP,0.25,1,2018-04-18,BE,,
2014-06-10,BIRLACOT,0.25,1,2014-06-09,BE,,
2014-06-12,BIRLACOT,0.25,1,2014-06-11,BE,,
2014-06-17,BIRLACOT,0.25,1,2014-06-16,BE,,
2014-07-03,BIRLACOT,0.25,1,2014-07-02,BE,,
2020-05-06,UVSL,0.25,1,2020-05-05,BE,,
2020-05-18,UVSL,0.25,3,2020-05-15,BE,,
2020-05-28,UVSL,0.25,1,2020-05-27,BE,,
2020-06-02,UVSL,0.25,1,2020-06-01,BE,,
2018-05-23,GREENFIRE,0.25,1,2018-05-22,BE,,
2010-11-04,PARASPETRO,0.25,1,2010-11-03,EQ,,
2013-05-07,PARASPETRO,0.25,1,2013-05-06,EQ,,
2013-05-15,PARASPETRO,0.25,1,2013-05-14,EQ,,
2013-06-07,PARASPETRO,0.25,1,2013-06-06,BE,,
2019-02-06,MVL,0.25,1,2019-02-05,EQ,,
2018-10-16,FCSSOFT,0.25,1,2018-10-15,EQ,,
2019-02-11,MVL,0.25,3,2019-02-08,EQ,,
2013-08-13,FCSSOFT,0.25,1,2013-08-12,BE,,
2019-02-26,MVL,0.25,1,2019-02-25,EQ,,
2018-10-19,FCSSOFT,0.25,2,2018-10-17,EQ,,
2019-02-28,MVL,0.25,1,2019-02-27,EQ,,
2019-03-05,MVL,0.25,4,2019-03-01,EQ,,
2018-11-01,FCSSOFT,0.25,1,2018-10-31,EQ,,
2019-03-07,MVL,0.25,1,2019-03-06,EQ,,
2019-03-14,MVL,0.25,1,2019-03-13,EQ,,
2018-11-05,FCSSOFT,0.25,3,2018-11-02,EQ,,
2019-03-22,MVL,0.25,2,2019-03-20,EQ,,
2018-11-14,FCSSOFT,0.25,1,2018-11-13,EQ,,
2019-03-28,MVL,0.25,1,2019-03-27,EQ,,
2019-04-11,MVL,0.25,1,2019-04-10,EQ,,
2018-11-19,FCSSOFT,0.25,3,2018-11-16,EQ,,
2019-04-18,MVL,0.25,2,2019-04-16,EQ,,
2019-05-02,MVL,0.25,2,2019-04-30,EQ,,
2018-11-26,FCSSOFT,0.25,4,2018-11-22,EQ,,
2019-05-07,MVL,0.25,1,2019-05-06,EQ,,
2019-05-14,MVL,0.25,1,2019-05-13,EQ,,
2018-11-28,FCSSOFT,0.25,1,2018-11-27,EQ,,
2019-05-20,MVL,0.25,3,2019-05-17,EQ,,
2019-05-23,MVL,0.25,1,2019-05-22,EQ,,
2018-12-04,FCSSOFT,0.25,1,2018-12-03,EQ,,
2019-05-29,MVL,0.25,1,2019-05-28,EQ,,
2013-08-28,FCSSOFT,0.25,1,2013-08-27,BE,,
2018-12-10,FCSSOFT,0.25,3,2018-12-07,EQ,,
2018-12-14,FCSSOFT,0.25,1,2018-12-13,EQ,,
2013-09-10,FCSSOFT,0.25,4,2013-09-06,BE,,
2018-12-20,FCSSOFT,0.25,1,2018-12-19,EQ,,
2018-12-31,FCSSOFT,0.25,3,2018-12-28,EQ,,
2019-01-11,FCSSOFT,0.25,1,2019-01-10,EQ,,
2013-02-01,FCSSOFT,0.25,1,2013-01-31,BE,,
2019-01-15,FCSSOFT,0.25,1,2019-01-14,EQ,,
2013-09-12,FCSSOFT,0.25,1,2013-09-11,BE,,
2019-01-21,FCSSOFT,0.25,3,2019-01-18,BE,,
2019-02-01,FCSSOFT,0.25,1,2019-01-31,BE,,
2019-02-08,FCSSOFT,0.25,1,2019-02-07,BE,,
2019-02-19,FCSSOFT,0.25,1,2019-02-18,BE,,
2019-02-27,FCSSOFT,0.25,1,2019-02-26,BE,,
2019-03-05,FCSSOFT,0.25,4,2019-03-01,BE,,
2019-03-07,FCSSOFT,0.25,1,2019-03-06,BE,,
2013-09-23,FCSSOFT,0.25,3,2013-09-20,BE,,
2019-03-11,FCSSOFT,0.25,3,2019-03-08,BE,,
2013-02-20,FCSSOFT,0.25,1,2013-02-19,BE,,
2019-03-14,FCSSOFT,0.25,1,2019-03-13,BE,,
2013-10-10,FCSSOFT,0.25,1,2013-10-09,BE,,
2019-03-25,FCSSOFT,0.25,3,2019-03-22,BE,,
2019-03-28,FCSSOFT,0.25,1,2019-03-27,BE,,
2020-02-07,FCSSOFT,0.25,1,2020-02-06,EQ,,
2019-04-22,ATNINTER,0.25,4,2019-04-18,BE,,
2017-06-19,FCSSOFT,0.25,3,2017-06-16,EQ,,
2017-10-27,RAJRAYON,0.25,1,2017-10-26,BE,,
2013-02-27,FCSSOFT,0.25,1,2013-02-26,BE,,
2019-05-21,FCSSOFT,0.25,1,2019-05-20,EQ,,
2017-08-03,RAJRAYON,0.25,1,2017-08-02,BE,,
2019-07-18,ATNINTER,0.25,1,2019-07-17,BE,,
2019-12-30,FCSSOFT,0.25,3,2019-12-27,EQ,,
2017-01-20,ATNINTER,0.25,3,2017-01-17,EQ,,
2020-01-02,FCSSOFT,0.25,1,2020-01-01,EQ,,
2017-05-02,RAJRAYON,0.25,4,2017-04-28,EQ,,
2017-02-09,ATNINTER,0.25,1,2017-02-08,BE,,
2019-06-12,FCSSOFT,0.25,1,2019-06-11,EQ,,
2013-03-01,FCSSOFT,0.25,1,2013-02-28,EQ,,
2019-11-18,FCSSOFT,0.25,3,2019-11-15,EQ,,
2013-11-11,FCSSOFT,0.25,3,2013-11-08,BE,,
2019-11-07,FCSSOFT,0.25,1,2019-11-06,EQ,,
2017-03-24,ATNINTER,0.25,1,2017-03-23,BE,,
2017-06-01,FCSSOFT,0.25,1,2017-05-31,EQ,,
2018-10-29,ATNINTER,0.25,3,2018-10-26,BE,,
2019-11-26,FCSSOFT,0.25,1,2019-11-25,EQ,,
2013-10-25,FCSSOFT,0.25,1,2013-10-24,BE,,
2019-04-30,FCSSOFT,0.25,4,2019-04-26,EQ,,
2017-05-29,FCSSOFT,0.25,3,2017-05-26,BE,,
2015-06-17,FCSSOFT,0.25,1,2015-06-16,EQ,,
2019-12-12,FCSSOFT,0.25,1,2019-12-11,EQ,,
2017-04-19,ATNINTER,0.25,1,2017-04-18,BE,,
2019-11-05,FCSSOFT,0.25,1,2019-11-04,EQ,,
2017-09-29,RAJRAYON,0.25,1,2017-09-28,EQ,,
2017-05-10,ATNINTER,0.25,1,2017-05-09,BE,,
2019-05-07,FCSSOFT,0.25,1,2019-05-06,EQ,,
2016-03-02,FARMAXIND,0.25,1,2016-03-01,BE,,
2016-03-08,FARMAXIND,0.25,4,2016-03-04,BE,,
2016-03-15,FARMAXIND,0.25,1,2016-03-14,EQ,,
2017-11-13,RAJRAYON,0.25,3,2017-11-10,BE,,
2017-11-20,RAJRAYON,0.25,3,2017-11-17,EQ,,
2013-06-11,FCSSOFT,0.25,1,2013-06-10,BE,,
2013-10-18,FCSSOFT,0.25,1,2013-10-17,BE,,
2020-04-09,FCSSOFT,0.25,1,2020-04-08,EQ,,
2017-05-05,RAJRAYON,0.25,1,2017-05-04,EQ,,
2019-04-12,FCSSOFT,0.25,1,2019-04-11,EQ,,
2020-04-15,FCSSOFT,0.25,2,2020-04-13,EQ,,
2013-11-19,FCSSOFT,0.25,1,2013-11-18,BE,,
2013-11-03,FCSSOFT,0.25,2,2013-11-01,BE,,
2020-04-22,FCSSOFT,0.25,1,2020-04-21,EQ,,
2017-09-05,RAJRAYON,0.25,1,2017-09-04,EQ,,
2018-05-14,RAJRAYON,0.25,3,2018-05-11,BE,,
2013-11-22,FCSSOFT,0.25,1,2013-11-21,BE,,
2018-05-16,RAJRAYON,0.25,1,2018-05-15,BE,,
2013-06-28,FCSSOFT,0.25,1,2013-06-27,EQ,,
2017-09-07,RAJRAYON,0.25,1,2017-09-06,EQ,,
2019-06-28,FCSSOFT,0.25,1,2019-06-27,EQ,,
2018-05-18,RAJRAYON,0.25,1,2018-05-17,BE,,
2013-04-01,FCSSOFT,0.25,4,2013-03-28,EQ,,
2018-05-23,RAJRAYON,0.25,1,2018-05-22,BE,,
2020-04-28,FCSSOFT,0.25,1,2020-04-27,EQ,,
2019-07-04,FCSSOFT,0.25,1,2019-07-03,EQ,,
2018-05-25,RAJRAYON,0.25,1,2018-05-24,BE,,
2013-12-02,FCSSOFT,0.25,3,2013-11-29,EQ,,
2017-09-14,RAJRAYON,0.25,1,2017-09-13,EQ,,
2013-03-06,FCSSOFT,0.25,1,2013-03-05,EQ,,
2018-06-01,RAJRAYON,0.25,1,2018-05-31,BE,,
2019-07-09,FCSSOFT,0.25,1,2019-07-08,EQ,,
2018-06-07,RAJRAYON,0.25,1,2018-06-06,BE,,
2013-04-05,FCSSOFT,0.25,1,2013-04-04,EQ,,
2019-04-16,FCSSOFT,0.25,1,2019-04-15,EQ,,
2017-04-13,RAJRAYON,0.25,1,2017-04-12,EQ,,
2013-05-29,ATNINTER,0.25,1,2013-05-28,BE,,
2012-09-21,BIRLACOT,0.25,1,2012-09-20,BE,,
2012-09-27,BIRLACOT,0.25,1,2012-09-26,BE,,
2012-10-09,BIRLACOT,0.25,1,2012-10-08,BE,,
2012-10-11,BIRLACOT,0.25,1,2012-10-10,BE,,
2012-10-17,BIRLACOT,0.25,1,2012-10-16,BE,,
2012-10-19,BIRLACOT,0.25,1,2012-10-18,BE,,
2012-10-29,BIRLACOT,0.25,3,2012-10-26,BE,,
2012-10-31,BIRLACOT,0.25,1,2012-10-30,BE,,
2013-09-04,PARASPETRO,0.25,2,2013-09-02,BE,,
2012-11-09,BIRLACOT,0.25,1,2012-11-08,BE,,
2020-05-05,FCSSOFT,0.25,1,2020-05-04,EQ,,
2017-05-10,RAJRAYON,0.25,1,2017-05-09,EQ,,
2013-07-05,ATNINTER,0.25,1,2013-07-04,BE,,
2014-03-20,ATNINTER,0.25,1,2014-03-19,EQ,,
2014-04-09,ATNINTER,0.25,2,2014-04-07,BE,,
2015-03-20,ATNINTER,0.25,1,2015-03-19,EQ,,
2015-03-30,ATNINTER,0.25,3,2015-03-27,EQ,,
2015-04-06,ATNINTER,0.25,5,2015-04-01,EQ,,
2015-06-10,ATNINTER,0.25,2,2015-06-08,BE,,
2015-11-05,ATNINTER,0.25,2,2015-11-03,EQ,,
2015-12-02,ATNINTER,0.25,2,2015-11-30,EQ,,
2015-12-30,ATNINTER,0.25,1,2015-12-29,EQ,,
2018-06-13,RAJRAYON,0.25,1,2018-06-12,BE,,
2020-05-07,FCSSOFT,0.25,1,2020-05-06,EQ,,
2019-07-11,FCSSOFT,0.25,1,2019-07-10,EQ,,
2013-07-08,FCSSOFT,0.25,3,2013-07-05,BE,,
2020-05-11,FCSSOFT,0.25,3,2020-05-08,EQ,,
2018-06-18,RAJRAYON,0.25,3,2018-06-15,BE,,
2013-12-06,FCSSOFT,0.25,1,2013-12-05,EQ,,
2018-06-20,RAJRAYON,0.25,1,2018-06-19,BE,,
2019-07-16,FCSSOFT,0.25,1,2019-07-15,EQ,,
2018-02-06,FCSSOFT,0.25,1,2018-02-05,EQ,,
2020-05-14,FCSSOFT,0.25,1,2020-05-13,EQ,,
2020-05-18,FCSSOFT,0.25,3,2020-05-15,EQ,,
2018-06-28,FCSSOFT,0.25,1,2018-06-27,BE,,
2020-05-20,FCSSOFT,0.25,1,2020-05-19,EQ,,
2018-06-22,RAJRAYON,0.25,1,2018-06-21,BE,,
2013-10-18,PARASPETRO,0.25,1,2013-10-17,BE,,
2019-07-22,ATNINTER,0.25,3,2019-07-19,BE,,
2013-10-23,PARASPETRO,0.25,1,2013-10-22,BE,,
2013-10-30,PARASPETRO,0.25,1,2013-10-29,BE,,
2013-11-08,PARASPETRO,0.25,1,2013-11-07,BE,,
2013-11-12,PARASPETRO,0.25,1,2013-11-11,BE,,
2013-11-14,PARASPETRO,0.25,1,2013-11-13,BE,,
2013-11-21,PARASPETRO,0.25,1,2013-11-20,BE,,
2015-06-22,MVL,0.25,3,2015-06-19,EQ,,
2017-05-19,AUSTRAL,0.25,1,2017-05-18,EQ,,
2017-06-14,AUSTRAL,0.25,1,2017-06-13,BE,,
2017-06-16,AUSTRAL,0.25,1,2017-06-15,BE,,
2017-06-30,AUSTRAL,0.25,1,2017-06-29,BE,,
2017-07-06,AUSTRAL,0.25,1,2017-07-05,BE,,
2019-07-24,ATNINTER,0.25,1,2019-07-23,BE,,
2020-03-18,GAMMNINFRA,0.25,1,2020-03-17,EQ,,
2019-05-30,FCSSOFT,0.25,1,2019-05-29,EQ,,
2019-09-20,ATNINTER,0.25,1,2019-09-19,BE,,
2017-06-28,FCSSOFT,0.25,1,2017-06-27,EQ,,
2020-03-24,GAMMNINFRA,0.25,1,2020-03-23,EQ,,
2020-03-27,GAMMNINFRA,0.25,1,2020-03-26,EQ,,
2020-04-07,GAMMNINFRA,0.25,4,2020-04-03,EQ,,
2020-02-13,FCSSOFT,0.25,1,2020-02-12,EQ,,
2013-05-17,FCSSOFT,0.25,1,2013-05-16,BE,,
2017-07-04,FCSSOFT,0.25,1,2017-07-03,EQ,,
2020-07-15,ATNINTER,0.25,1,2020-07-14,BE,,
2020-02-20,FCSSOFT,0.25,1,2020-02-19,EQ,,
2015-07-27,FARMAXIND,0.25,3,2015-07-24,EQ,,
2017-07-06,FCSSOFT,0.25,1,2017-07-05,EQ,,
2015-07-29,FARMAXIND,0.25,1,2015-07-28,EQ,,
2015-08-05,FARMAXIND,0.25,1,2015-08-04,EQ,,
2013-05-22,FCSSOFT,0.25,1,2013-05-21,BE,,
2017-07-11,FCSSOFT,0.25,1,2017-07-10,EQ,,
2011-07-06,BIRLACOT,0.25,1,2011-07-05,EQ,,
2011-12-21,BIRLACOT,0.25,1,2011-12-20,EQ,,
2013-07-16,FCSSOFT,0.25,1,2013-07-15,BE,,
2019-01-22,MVL,0.25,1,2019-01-21,EQ,,
2018-10-12,FCSSOFT,0.25,1,2018-10-11,EQ,,
