trade_date,symbol,return,gap_days,prev_date,series,class,detail
2011-12-15,DPSCLTD,-0.9952354633988298,1,2011-12-14,EQ,,
2021-02-17,HDFCMFGETF,-0.9901461574728901,1,2021-02-16,EQ,,
2022-01-06,SETFGOLD,-0.9900585687625442,1,2022-01-05,EQ,,
2026-03-06,LICMFGOLD,-0.9900567984557486,1,2026-03-05,EQ,,
2019-12-19,GOLDBEES,-0.9900136921062032,1,2019-12-18,EQ,,
2021-03-25,GOLDSHARE,-0.989992082735415,1,2021-03-24,EQ,,
2021-11-25,BSLGOLDETF,-0.9899624021247974,1,2021-11-24,EQ,,
2026-04-30,IVZINGOLD,-0.9898106462123375,1,2026-04-29,EQ,,
2020-07-23,AXISGOLD,-0.9880126399670262,1,2020-07-22,EQ,,
2020-12-23,MAJESCO,-0.9876223811697864,1,2020-12-22,EQ,,
2021-12-16,QGOLDHALF,-0.979757085020243,1,2021-12-15,EQ,,
2023-09-15,SARVESHWAR,-0.9662418188081295,1,2023-09-14,BE,,
2010-09-15,RESURGERE,-0.9594491201224178,1,2010-09-14,EQ,,
2023-02-24,VINNY,-0.9543822913550704,1,2023-02-23,BE,,
2025-03-10,KESORAMIND,-0.9525693630324346,3,2025-03-07,BE,,
2024-04-04,CUPID,-0.9475099219050057,1,2024-04-03,BE,,
2024-07-05,VERTOZ,-0.9474872541879097,1,2024-07-04,BE,,
2016-12-01,SUNILHITEC,-0.9474722564734895,1,2016-11-30,EQ,,
2022-02-22,SBC,-0.9474576271186441,1,2022-02-21,BE,,
2020-01-21,SUVEN,-0.9470890694974291,1,2020-01-20,BE,,
2011-06-23,TITAN,-0.9466738109937215,1,2011-06-22,EQ,,
2012-04-12,VAKRANSOFT,-0.9427615062761506,1,2012-04-11,EQ,,
2010-07-29,MMTC,-0.9390593540979756,1,2010-07-28,EQ,,
2024-03-28,LAL,-0.9341133004926109,1,2024-03-27,BE,,
2026-01-16,BESTAGRO,-0.9317134960847535,2,2026-01-14,EQ,,
2022-09-06,DANGEE,-0.9311745875400148,1,2022-09-05,EQ,,
2021-08-03,GLOBE,-0.9302023871302543,1,2021-08-02,BE,,
2013-03-21,RASOYPR,-0.9269662921348315,1,2013-03-20,EQ,,
2026-02-13,DELPHIFX,-0.926796125016438,1,2026-02-12,EQ,,
2022-09-28,EXCEL,-0.9261363636363636,1,2022-09-27,EQ,,
2011-12-23,PIRLIFE,-0.9244622311155578,1,2011-12-22,BE,,
2023-06-05,HARDWYN,-0.9178588651342228,3,2023-06-02,EQ,,
2022-06-30,PAISALO,-0.9096766122474511,1,2022-06-29,EQ,,
2022-09-23,SAKSOFT,-0.9095171999849946,1,2022-09-22,EQ,,
2025-09-01,PAVNAIND,-0.9081558567279767,3,2025-08-29,EQ,,
2025-01-08,KAMDHENU,-0.9071562695597747,1,2025-01-07,EQ,,
2024-09-13,SPORTKING,-0.9063304823376045,1,2024-09-12,EQ,,
2026-05-05,AVROIND,-0.9052714398111723,1,2026-05-04,EQ,,
2012-06-07,AVTNPL,-0.9051047961939052,1,2012-06-06,EQ,,
2026-02-06,GROWWSLVR,-0.9050661610124078,1,2026-02-05,EQ,,
2010-09-27,NISSAN,-0.905,3,2010-09-24,EQ,,
2025-10-17,ROLEXRINGS,-0.9049736247174077,1,2025-10-16,EQ,,
2021-09-23,ARTEMISMED,-0.9049176356589147,1,2021-09-22,EQ,,
2012-12-21,MBSWITCH,-0.9046853006233662,1,2012-12-20,EQ,,
2026-06-24,KOTYARK,-0.9045835169678272,1,2026-06-23,BE,,
2023-06-12,IONEXCHANG,-0.9045112781954887,3,2023-06-09,EQ,,
2012-10-29,ORISSAMINE,-0.9041019740669398,3,2012-10-26,EQ,,
2023-04-21,TIPSINDLTD,-0.9040297397769517,1,2023-04-20,EQ,,
2025-02-12,TTL,-0.903572166012802,1,2025-02-11,BE,,
2023-10-09,SIGACHI,-0.9033993641477134,3,2023-10-06,EQ,,
2024-12-13,EXXARO,-0.9031748815997194,1,2024-12-12,EQ,,
2014-09-30,SUDARSCHEM,-0.9028024122029088,1,2014-09-29,EQ,,
2010-10-29,PFOCUS,-0.9026936272720636,1,2010-10-28,EQ,,
2013-03-26,BILENERGY,-0.9026730637422893,1,2013-03-25,EQ,,
2011-03-07,HINDZINC,-0.9026242322724735,3,2011-03-04,EQ,,
2025-11-14,WEBELSOLAR,-0.902350680070964,1,2025-11-13,EQ,,
2024-04-05,BTML,-0.9022270505160239,1,2024-04-04,EQ,,
2011-09-26,TATAPOWER,-0.9021903704451398,3,2011-09-23,EQ,,
2023-11-01,MITTAL,-0.9021739130434783,1,2023-10-31,EQ,,
2025-10-17,ABINFRA,-0.9021131768769685,1,2025-10-16,EQ,,
2024-11-12,WEL,-0.9020328581474142,1,2024-11-11,EQ,,
2023-10-10,THEMISMED,-0.9019810040705563,1,2023-10-09,EQ,,
2023-10-20,HDFCMOMENT,-0.9018994125970072,1,2023-10-19,EQ,,
2021-12-14,TTKPRESTIG,-0.9016877169343078,1,2021-12-13,EQ,,
2024-01-05,NESTLEIND,-0.901668363057043,1,2024-01-04,EQ,,
2022-09-01,ICICITECH,-0.901573998364677,2,2022-08-30,EQ,,
2016-10-25,VIJIFIN,-0.9012721238938053,1,2016-10-24,EQ,,
2015-03-26,KANSAINER,-0.9012055413410783,1,2015-03-25,EQ,,
2019-10-15,SATIA,-0.9011683848797251,1,2019-10-14,EQ,,
2010-10-22,GENUSPOWER,-0.9011385199240987,1,2010-10-21,EQ,,
2026-02-27,CONS,-0.9011308830866456,1,2026-02-26,EQ,,
2026-02-13,QNIFTY,-0.9011157102340124,1,2026-02-12,EQ,,
2026-02-06,GROWWGOLD,-0.9010820197702378,1,2026-02-05,EQ,,
2015-09-16,AEGISCHEM,-0.9010557328750307,1,2015-09-15,EQ,,
2026-02-26,ANGELONE,-0.9010000401622555,1,2026-02-25,EQ,,
2026-04-17,PASHUPATI,-0.9009758040426168,1,2026-04-16,EQ,,
2026-02-27,BANKNIFTY1,-0.900944665094862,1,2026-02-26,EQ,,
2023-10-20,HDFCNEXT50,-0.9009277667329357,1,2023-10-19,EQ,,
2018-10-19,IEX,-0.9009185955158034,2,2018-10-17,EQ,,
2017-01-04,JSWSTEEL,-0.9008543370526891,1,2017-01-03,EQ,,
2023-10-20,HDFCMID150,-0.9008509796160696,1,2023-10-19,EQ,,
2023-10-20,HDFCLOWVOL,-0.9008507853403142,1,2023-10-19,EQ,,
2026-02-27,MIDCAP,-0.9008235903933652,1,2026-02-26,EQ,,
2024-07-10,PGEL,-0.9007725193129829,1,2024-07-09,EQ,,
2026-02-27,NV20,-0.9007523716061498,1,2026-02-26,EQ,,
2015-08-17,SIGNET,-0.9007502961695406,3,2015-08-14,EQ,,
2021-02-17,HDFCSENETF,-0.9006972475761417,1,2021-02-16,EQ,,
2021-06-17,MON100,-0.9006813572005278,1,2021-06-16,EQ,,
2024-05-02,BHAGCHEM,-0.9006098650131414,2,2024-04-30,EQ,,
2015-08-21,ITDCEM,-0.9005990952439173,1,2015-08-20,EQ,,
2024-02-02,HDFCPVTBAN,-0.9005899705014749,1,2024-02-01,EQ,,
2022-09-01,ICICIBANKN,-0.9005044136191677,2,2022-08-30,EQ,,
2021-10-28,ICICI500,-0.9005043199499589,1,2021-10-27,EQ,,
2024-02-02,HDFCNIFBAN,-0.9004548075075267,1,2024-02-01,EQ,,
2021-07-22,KOTAKGOLD,-0.9004411589364493,2,2021-07-20,EQ,,
2017-08-10,DWARKESH,-0.9004345220257717,1,2017-08-09,EQ,,
2023-10-20,HDFCNIF100,-0.9004239426668013,1,2023-10-19,EQ,,
2021-02-17,HDFCNIFETF,-0.9002321610632731,1,2021-02-16,EQ,,
2023-10-27,BCLIND,-0.900216067570222,1,2023-10-26,EQ,,
2013-07-30,ASIANPAINT,-0.9002090578719081,1,2013-07-29,EQ,,
2026-07-03,MIDQ50ADD,-0.9001572644058228,1,2026-07-02,EQ,,
2024-02-02,HDFCSENSEX,-0.9001278464829559,1,2024-02-01,EQ,,
2018-08-07,GALLISPAT,-0.9001183782184078,1,2018-08-06,EQ,,
2010-10-01,AQUA,-0.9001022575316605,1,2010-09-30,EQ,,
2022-04-26,SAREGAMA,-0.9000912002847229,1,2022-04-25,EQ,,
2021-11-25,ABSLBANETF,-0.9000750308162281,1,2021-11-24,EQ,,
2023-09-25,UTINIFTETF,-0.9000648161728179,3,2023-09-22,EQ,,
2014-02-26,RSYSTEMS,-0.9000638569604087,1,2014-02-25,EQ,,
2010-09-23,SOUTHBANK,-0.9000231427910206,1,2010-09-22,EQ,,
2017-09-26,SUTLEJTEX,-0.8999832092684839,1,2017-09-25,EQ,,
2025-09-12,FISCHER,-0.8999646830301959,1,2025-09-11,EQ,,
2025-09-26,RMDRIP,-0.8999475478625754,1,2025-09-25,EQ,,
2010-12-07,SADBHAV,-0.8998906306963179,1,2010-12-06,EQ,,
2017-07-27,KOTAKNIFTY,-0.8998118625606496,1,2017-07-26,EQ,,
2019-12-19,BANKBEES,-0.8997520497725855,1,2019-12-18,EQ,,
2020-08-24,EICHERMOT,-0.8997138565319964,3,2020-08-21,EQ,,
2019-12-19,PSUBNKBEES,-0.8996815286624203,1,2019-12-18,EQ,,
2014-03-27,VIKASGLOB,-0.8996415770609318,1,2014-03-26,BE,,
2015-10-29,SARLAPOLY,-0.8995594713656387,1,2015-10-28,EQ,,
2023-03-17,HITECH,-0.8995095307100658,1,2023-03-16,EQ,,
2025-06-16,BAJFINANCE,-0.8994748687171793,3,2025-06-13,EQ,,
2023-11-10,MKPL,-0.8994658753709199,1,2023-11-09,EQ,,
2024-03-01,LOWVOLIETF,-0.899350150949189,1,2024-02-29,EQ,,
2019-12-19,NIFTYBEES,-0.8992681077568199,1,2019-12-18,EQ,,
2024-05-10,QUAL30IETF,-0.8992606776235307,1,2024-05-09,EQ,,
2021-11-25,BSLSENETFG,-0.8991408627170216,1,2021-11-24,EQ,,
2021-11-25,ABSLNN50ET,-0.89908111174135,1,2021-11-24,EQ,,
2021-11-25,BSLNIFTY,-0.8990461459138953,1,2021-11-24,EQ,,
2024-05-10,MIDSELIETF,-0.8990115749772403,1,2024-05-09,EQ,,
2024-05-10,NIF100IETF,-0.898990704910839,1,2024-05-09,EQ,,
2022-08-12,ICICIMOM30,-0.8987782659950702,1,2022-08-11,EQ,,
2025-11-27,SIKKO,-0.8986807861437673,1,2025-11-26,BE,,
2016-03-14,RAMASTEEL,-0.8986753827627731,3,2016-03-11,EQ,,
2013-08-19,CCL,-0.8986348122866894,3,2013-08-16,EQ,,
2024-05-10,ALPL30IETF,-0.8985735145456588,1,2024-05-09,EQ,,
2024-05-10,FMCGIETF,-0.8985619488497351,1,2024-05-09,EQ,,
2024-05-10,MIDCAPIETF,-0.8985127327198802,1,2024-05-09,EQ,,
2017-04-26,BLS,-0.8984565878076396,1,2017-04-25,EQ,,
2013-04-10,SPYL,-0.8984168865435356,1,2013-04-09,EQ,,
2010-09-02,KCP,-0.8983855650522317,1,2010-09-01,EQ,,
2024-03-01,NV20IETF,-0.8983599323380157,1,2024-02-29,EQ,,
2010-06-30,TATATEA,-0.898220640569395,1,2010-06-29,EQ,,
2017-08-31,INFIBEAM,-0.8982180507379446,1,2017-08-30,EQ,,
2015-01-23,TATACOFFEE,-0.8981988257538064,1,2015-01-22,EQ,,
2026-03-25,V2RETAIL,-0.8981423827314239,1,2026-03-24,EQ,,
2023-08-04,SARDAEN,-0.8981416686105279,1,2023-08-03,EQ,,
2024-01-29,DOLPHIN,-0.8980115809024364,5,2024-01-24,BE,,
2011-07-15,RALLIS,-0.8979598651040102,1,2011-07-14,EQ,,
2016-09-08,BAJFINANCE,-0.8979400173786348,1,2016-09-07,EQ,,
2022-10-21,AXITA,-0.8979338842975206,1,2022-10-20,EQ,,
2014-11-20,SBIN,-0.8979213193609346,1,2014-11-19,EQ,,
2018-11-15,ICICIGOLD,-0.8978639382516604,1,2018-11-14,EQ,,
2018-11-12,SAKUMA,-0.8978461538461538,3,2018-11-09,EQ,,
2024-02-02,HDFCNIFIT,-0.897813547954393,1,2024-02-01,EQ,,
2024-03-01,PVTBANIETF,-0.8977140140875502,1,2024-02-29,EQ,,
2011-09-28,CRISIL,-0.8976424313792141,1,2011-09-27,EQ,,
2025-07-18,INDOTHAI,-0.8975311659740894,1,2025-07-17,BE,,
2012-10-25,GOENKA,-0.8974906567004806,2,2012-10-23,EQ,,
2024-03-01,AUTOIETF,-0.8974643270343232,1,2024-02-29,EQ,,
2021-09-13,GANGAFORGE,-0.8974446337308347,4,2021-09-09,EQ,,
2019-12-19,NETFNV20,-0.897420847287919,1,2019-12-18,EQ,,
2026-07-03,HEALTHADD,-0.8973855406898245,1,2026-07-02,EQ,,
2010-12-23,SURYAPHARM,-0.8972074695905431,1,2010-12-22,EQ,,
2016-09-12,TRENT,-0.8970274650290003,3,2016-09-09,EQ,,
2026-02-27,SILVER1,-0.8968142656782208,1,2026-02-26,EQ,,
2017-09-28,TRIL,-0.8964000651571917,1,2017-09-27,EQ,,
2015-03-23,GRANULES,-0.8963685193834656,3,2015-03-20,EQ,,
2010-11-08,HCIL,-0.8960911412296209,3,2010-11-05,EQ,,
2016-03-21,WELSPUNIND,-0.8960838565499627,3,2016-03-18,EQ,,
2012-12-13,PRAKASHCON,-0.8959375,1,2012-12-12,EQ,,
2016-05-11,FRLDVR,-0.8958727754638395,1,2016-05-10,BE,,
2022-09-13,BAJAJFINSV,-0.8958603808484629,1,2022-09-12,EQ,,
2013-01-03,VISESHINFO,-0.8957055214723927,1,2013-01-02,BE,,
2025-10-14,TATAINVEST,-0.8956863535577504,1,2025-10-13,EQ,,
2010-08-10,EDELWEISS,-0.895685604442546,1,2010-08-09,EQ,,
2010-11-10,ORIENTHOT,-0.8956718731369977,1,2010-11-09,EQ,,
2023-12-14,TPHQ,-0.8956521739130435,1,2023-12-13,BE,,
2022-03-03,SUPREMEENG,-0.8955916473317865,1,2022-03-02,EQ,,
2012-08-16,VTMLTD,-0.8955108359133127,2,2012-08-14,EQ,,
2013-02-27,VKSPL,-0.8955,1,2013-02-26,BE,,
2021-09-17,CESC,-0.8954707783005499,1,2021-09-16,EQ,,
2022-07-28,TATASTEEL,-0.8954033771106942,1,2022-07-27,EQ,,
2022-03-24,GODHA,-0.8953817153628653,1,2022-03-23,BE,,
2023-07-31,AKSHAR,-0.8953488372093024,3,2023-07-28,BE,,
2015-04-13,KOTAKGOLD,-0.8952085346050278,3,2015-04-10,EQ,,
2024-11-08,MOTISONS,-0.8952071486596264,1,2024-11-07,BE,,
2022-07-12,STEELXIND,-0.8951925267714741,1,2022-07-11,EQ,,
2010-09-29,BLKASHYAP,-0.8951812654807476,1,2010-09-28,EQ,,
2023-03-13,OSIAHYPER,-0.8951711491442543,3,2023-03-10,EQ,,
2026-06-19,DBEIL,-0.8951523237714032,1,2026-06-18,BE,,
2024-09-19,NDL,-0.8951351351351351,1,2024-09-18,BE,,
2025-06-10,VESUVIUS,-0.8950580656099009,1,2025-06-09,EQ,,
2021-08-12,KARDA,-0.8950509823427009,1,2021-08-11,BE,,
2024-06-28,AVONMORE,-0.8950488950488951,1,2024-06-27,BE,,
2023-04-25,GOYALALUM,-0.8950332821300563,1,2023-04-24,BE,,
2026-03-05,AQYLON,-0.8950281339359838,1,2026-03-04,EQ,,
2024-12-03,DIACABS,-0.8950225673073888,1,2024-12-02,BE,,
2026-03-06,SILVERTUC,-0.8950144884463928,1,2026-03-05,EQ,,
2010-10-21,SEZALGLASS,-0.8950069995333645,1,2010-10-20,BE,,
2026-06-05,E2E,-0.8950064910979229,1,2026-06-04,EQ,,
2025-05-02,UNITEDPOLY,-0.8950054884742041,2,2025-04-30,EQ,,
2024-12-16,SKYGOLD,-0.8950005077344887,3,2024-12-13,BE,,
2023-05-04,APOLLO,-0.895,1,2023-05-03,EQ,,
2024-12-16,PCJEWELLER,-0.8949876557386461,3,2024-12-13,BE,,
2022-09-23,BSHSL,-0.8949811941701927,1,2022-09-22,EQ,,
2015-01-05,MINDACORP,-0.8949794238683128,3,2015-01-02,BE,,
2024-05-17,VARDMNPOLY,-0.8949751018560435,1,2024-05-16,EQ,,
2017-03-16,BEL,-0.8947854617271366,1,2017-03-15,EQ,,
2016-06-09,IGOLD,-0.8947243519532676,1,2016-06-08,EQ,,
2010-03-18,SUPRAJIT,-0.8946600525240735,1,2010-03-17,BE,,
2021-02-17,UTIBANKETF,-0.8940231983675223,1,2021-02-16,EQ,,
2015-12-17,SMSPHARMA,-0.893988397761692,1,2015-12-16,EQ,,
2021-03-25,UTINEXT50,-0.8939511869683661,1,2021-03-24,EQ,,
2016-08-30,VGUARD,-0.8939002471354752,1,2016-08-29,EQ,,
2014-06-20,DEEPAKNTR,-0.8936170212765957,1,2014-06-19,EQ,,
2014-09-04,J&KBANK,-0.89320419080176,1,2014-09-03,EQ,,
2024-05-31,DAVANGERE,-0.8929292929292929,1,2024-05-30,EQ,,
2018-08-14,TIRUMALCHM,-0.8922181433343255,1,2018-08-13,EQ,,
2017-02-07,DAAWAT,-0.8921620759332128,1,2017-02-06,EQ,,
2024-09-06,VSTIND,-0.8920104567536941,1,2024-09-05,EQ,,
2014-01-21,BSLIMITED,-0.8912951167728238,1,2014-01-20,EQ,,
2014-12-24,INFODRIVE,-0.891156462585034,1,2014-12-23,EQ,,
2019-08-06,GFLLIMITED,-0.8910711244820344,1,2019-08-05,BE,,
2023-05-19,SRPL,-0.8909853249475891,1,2023-05-18,EQ,,
2015-05-28,VIVIDHA,-0.8909379721824029,1,2015-05-27,EQ,,
2018-11-16,ICICINXT50,-0.8902979877579444,2,2018-11-14,EQ,,
2023-12-29,HMAAGRO,-0.8901098901098901,1,2023-12-28,EQ,,
2020-07-14,KUANTUM,-0.8900338583836302,1,2020-07-13,EQ,,
2022-02-03,AAKASH,-0.8899911426040744,1,2022-02-02,EQ,,
2016-10-13,GAL,-0.8899383983572895,3,2016-10-10,EQ,,
2026-04-24,AHCL,-0.889630711454204,1,2026-04-23,EQ,,
2010-01-21,WINSOMYARN,-0.8894601542416453,1,2010-01-20,EQ,,
2024-04-18,SBGLP,-0.8885995813549803,2,2024-04-16,EQ,,
2019-12-13,TRIDENT,-0.8877245508982036,1,2019-12-12,EQ,,
2025-04-17,AFIL,-0.8876054060298024,1,2025-04-16,EQ,,
2014-09-22,SOUISPAT,-0.8867924528301887,3,2014-09-19,BE,,
2024-08-09,RUSHIL,-0.8866778653572813,1,2024-08-08,EQ,,
2019-12-19,HNGSNGBEES,-0.8862659210935073,1,2019-12-18,EQ,,
2023-02-22,IRB,-0.8855269793242562,1,2023-02-21,EQ,,
2021-06-24,INVENTURE,-0.8845177664974619,1,2021-06-23,EQ,,
2025-10-06,SIGMA,-0.8839660479432888,3,2025-10-03,EQ,,
2022-06-27,SALASAR,-0.8839065171955158,3,2022-06-24,EQ,,
2023-02-15,ACCURACY,-0.8834176204418419,1,2023-02-14,EQ,,
2015-03-30,KSERASERA,-0.8823529411764706,3,2015-03-27,EQ,,
2010-02-10,KRBL,-0.8820987654320988,1,2010-02-09,EQ,,
2013-03-04,RAJRAYON,-0.8816568047337278,3,2013-03-01,EQ,,
2022-11-30,RAJMET,-0.8800824433202173,1,2022-11-29,EQ,,
2014-02-20,SHARONBIO,-0.8800534175063737,1,2014-02-19,EQ,,
2024-10-15,VAISHALI,-0.8800520256274387,1,2024-10-14,EQ,,
2025-10-31,FCL,-0.8800080450522928,1,2025-10-30,EQ,,
2021-02-17,UTISXN50,-0.8799970259485985,1,2021-02-16,EQ,,
2020-07-23,AXISNIFTY,-0.8799789436743288,1,2020-07-22,EQ,,
2021-10-07,TIRUPATIFL,-0.8799626342830453,1,2021-10-06,BE,,
2016-03-03,PRAKASHSTL,-0.8798200514138818,1,2016-03-02,EQ,,
2016-05-11,FRL,-0.8742138364779874,1,2016-05-10,BE,,
2012-05-17,INDOCO,-0.8663573610953944,1,2012-05-16,EQ,,
2023-03-29,MIRZAINT,-0.862962230571485,1,2023-03-28,BE,,
2022-01-18,ONEPOINT,-0.8604166666666666,1,2022-01-17,EQ,,
2022-11-21,EASEMYTRIP,-0.8499803639219793,3,2022-11-18,EQ,,
2022-11-22,NXTDIGITAL,-0.8422438465941614,1,2022-11-21,BE,,
2014-01-14,COROENGG,-0.839605734767025,4,2014-01-10,EQ,,
2024-07-23,ALMONDZ,-0.8384593107442804,1,2024-07-22,EQ,,
2026-06-24,ZFCVINDIA,-0.834638816362054,1,2026-06-23,EQ,,
2015-06-03,ADANIENT,-0.8277080062794349,1,2015-06-02,EQ,,
2017-03-16,ABMINTLTD,-0.8251404494382022,2,2017-03-14,BE,,
2017-05-04,BEARDSELL,-0.8250411184210527,1,2017-05-03,BE,,
2024-11-25,SHAKTIPUMP,-0.825000529178926,3,2024-11-22,EQ,,
2010-06-21,PANORAMUNI,-0.8247483718176436,3,2010-06-18,EQ,,
2022-11-10,NYKAA,-0.8224559087050834,1,2022-11-09,EQ,,
2020-10-08,SHRENIK,-0.8169556840077071,1,2020-10-07,EQ,,
2024-02-02,SANDUMA,-0.816675878661768,1,2024-02-01,EQ,,
2014-09-24,LAOPALA,-0.8137640449438202,1,2014-09-23,EQ,,
2016-11-11,ICIL,-0.8123905976494123,1,2016-11-10,EQ,,
2010-11-18,BALAMINES,-0.8122441021641645,2,2010-11-16,EQ,,
2024-09-11,ANDHRAPAP,-0.8117486571745247,1,2024-09-10,EQ,,
2022-02-10,GREENLAM,-0.8117326432858007,1,2022-02-09,EQ,,
2025-03-11,IOLCP,-0.8109085648148149,1,2025-03-10,EQ,,
2015-09-23,ALANKIT,-0.8107536980511857,1,2015-09-22,EQ,,
2025-01-10,SHRIRAMFIN,-0.8106660497891347,1,2025-01-09,EQ,,
2022-10-18,HLEGLAS,-0.8105810997996208,1,2022-10-17,EQ,,
2011-09-12,TATAMTRDVR,-0.8103467499163787,3,2011-09-09,EQ,,
2011-06-15,RAINCOM,-0.8102046537706756,1,2011-06-14,EQ,,
2026-05-29,LEMERITE,-0.8099875156054932,2,2026-05-27,EQ,,
2011-01-10,SUJANATOW,-0.8098313598851812,3,2011-01-07,BE,,
2014-08-28,MANINFRA,-0.8092719352831362,1,2014-08-27,EQ,,
2012-10-25,AMRUTANJAN,-0.8092548214081935,2,2012-10-23,EQ,,
2016-09-12,MINDAIND,-0.8089573817895048,3,2016-09-09,EQ,,
2023-11-23,SHAILY,-0.8088192245256407,1,2023-11-22,EQ,,
2024-03-07,MANORAMA,-0.8087371158847895,1,2024-03-06,EQ,,
2015-01-22,CORPBANK,-0.808677739152826,1,2015-01-21,EQ,,
2011-09-12,TATAMOTORS,-0.8086677997123807,3,2011-09-09,EQ,,
2015-01-06,HATHWAY,-0.8086606243705942,1,2015-01-05,EQ,,
2021-12-30,ANDHRSUGAR,-0.8086200903719152,1,2021-12-29,EQ,,
2025-08-29,STEELCAS,-0.8085805568233684,1,2025-08-28,EQ,,
2010-12-20,BALKRISIND,-0.8085260639454795,4,2010-12-16,EQ,,
2015-06-11,FCL,-0.8083663086489542,1,2015-06-10,EQ,,
2017-06-22,ARCOTECH,-0.8080341272662638,1,2017-06-21,EQ,,
2022-04-19,JUBLFOOD,-0.8079938130558583,1,2022-04-18,EQ,,
2024-05-30,BALAXI,-0.8079877112135176,1,2024-05-29,EQ,,
2023-11-02,CANTABIL,-0.8075138121546961,1,2023-11-01,EQ,,
2024-10-18,HEG,-0.8068977591036415,1,2024-10-17,EQ,,
2021-10-13,SRF,-0.8068853682913417,1,2021-10-12,EQ,,
2024-07-05,REMSONSIND,-0.8065703634669152,1,2024-07-04,EQ,,
2015-04-23,TWL,-0.8061319556195478,1,2015-04-22,EQ,,
2010-08-30,INDIANHUME,-0.8061129258049464,3,2010-08-27,EQ,,
2010-03-18,MURLIIND,-0.8058743169398908,1,2010-03-17,EQ,,
2018-06-25,UNIPLY,-0.8054451270931213,3,2018-06-22,EQ,,
2014-10-30,SHIVAMAUTO,-0.8053935860058309,1,2014-10-29,EQ,,
2012-11-08,BBTC,-0.8053823432884805,1,2012-11-07,EQ,,
2018-09-07,ZENSARTECH,-0.8053276854696776,1,2018-09-06,EQ,,
2023-08-18,OSWALSEEDS,-0.8051874020236569,1,2023-08-17,EQ,,
2011-10-03,BHEL,-0.8048973866373922,3,2011-09-30,EQ,,
2024-11-05,PREMIERPOL,-0.8047906143066645,1,2024-11-04,BE,,
2010-08-20,REDINGTON,-0.8047217938070945,1,2010-08-19,EQ,,
2025-01-03,GARFIBRES,-0.8040400348315935,1,2025-01-02,EQ,,
2018-06-15,MCDOWELL-N,-0.8039967586027262,1,2018-06-14,EQ,,
2010-07-30,PRATIBHA,-0.8039792794914057,1,2010-07-29,EQ,,
2025-12-05,CAMS,-0.8039527889402784,1,2025-12-04,EQ,,
2025-12-26,NUVAMA,-0.8038739330269206,2,2025-12-24,EQ,,
2010-09-21,BHUSANSTL,-0.8037834948523089,1,2010-09-20,EQ,,
2023-01-13,VISHNU,-0.8037255792821445,1,2023-01-12,EQ,,
2013-03-07,ORIENTPPR,-0.8037190082644627,1,2013-03-06,BE,,
2010-07-06,TULIP,-0.8034762327854287,1,2010-07-05,EQ,,
2016-08-12,PNCINFRA,-0.8033076855045547,1,2016-08-11,EQ,,
2022-04-12,ARIHANTCAP,-0.8028377806014401,1,2022-04-11,EQ,,
2024-09-05,SAPPHIRE,-0.8027855318643464,1,2024-09-04,EQ,,
2026-01-14,KOTAKBANK,-0.8025883897589796,1,2026-01-13,EQ,,
2024-10-30,JASH,-0.8025288509784245,1,2024-10-29,EQ,,
2022-02-08,SCHAEFFLER,-0.8024358299844402,1,2022-02-07,EQ,,
2010-11-11,SOMANYCERA,-0.8024064946361263,1,2010-11-10,EQ,,
2024-10-04,GPIL,-0.8023694644819186,1,2024-10-03,EQ,,
2023-11-09,HPAL,-0.8023028683047189,1,2023-11-08,EQ,,
2015-11-26,AVANTIFEED,-0.8022378152854163,2,2015-11-24,EQ,,
2017-11-09,IGL,-0.8021827232983374,1,2017-11-08,EQ,,
2010-09-23,MUNDRAPORT,-0.8021505376344086,1,2010-09-22,EQ,,
2024-12-05,TARACHAND,-0.8021468650890461,1,2024-12-04,EQ,,
2020-09-29,LAURUSLABS,-0.8020330629428073,1,2020-09-28,EQ,,
2019-02-20,RADIOCITY,-0.8019748653500898,1,2019-02-19,EQ,,
2010-12-30,KEC,-0.801970038990355,1,2010-12-29,EQ,,
2019-06-14,CHOLAFIN,-0.8019643828167482,1,2019-06-13,EQ,,
2016-06-06,LUXIND,-0.8017591533180778,3,2016-06-03,EQ,,
2025-05-07,NAUKRI,-0.8017037726394158,1,2025-05-06,EQ,,
2010-10-18,SUPREMEIND,-0.8016528925619835,3,2010-10-15,EQ,,
2015-01-22,BANKBARODA,-0.8015338239205604,1,2015-01-21,EQ,,
2022-07-19,RGL,-0.8014981273408239,1,2022-07-18,EQ,,
2010-08-11,RAINBOWPAP,-0.8014925373134328,1,2010-08-10,EQ,,
2022-08-26,PDSL,-0.8013820392246818,1,2022-08-25,EQ,,
2014-09-19,PANAMAPET,-0.8012087553087226,1,2014-09-18,EQ,,
2025-09-19,TFCILTD,-0.8009895547003848,1,2025-09-18,EQ,,
2014-07-28,AXISBANK,-0.8009064585169332,3,2014-07-25,EQ,,
2024-07-25,KSB,-0.8005529621541483,1,2024-07-24,EQ,,
2016-12-27,GULPOLY,-0.8004040404040405,1,2016-12-26,EQ,,
2010-11-25,SUNPHARMA,-0.8002947192469263,1,2010-11-24,EQ,,
2016-11-17,KARURVYSYA,-0.8002856201252334,1,2016-11-16,EQ,,
2010-08-27,LUPIN,-0.8002730119643479,1,2010-08-26,EQ,,
2013-02-15,M&MFIN,-0.8000198196412645,1,2013-02-14,EQ,,
